time,person,T_xacc,T_yacc,T_zacc,RA_xacc,RA_yacc,RA_zacc,LA_xacc,LA_yacc,LA_zacc,RL_xacc,RL_yacc,RL_zacc,LL_xacc,LL_yacc,LL_zacc
1491980339229,p1,10.735,-0.24194,2.4713,5.4262,6.9897,5.4284,6.1058,-5.6131,5.8477,-10.874,-0.56206,0.28961,-12.687,1.8711,0.53993
1491980339269,p1,9.8955,0.12186,2.0943,4.7599,6.1104,5.2891,5.9967,-5.4968,5.0251,-9.5221,0.75566,-3.3306,-11.847,3.5609,-1.0547
1491980339309,p1,7.6354,0.38643,3.459,5.3311,5.0859,6.0607,5.7282,-5.433,5.3548,-9.0013,-1.041,-1.7728,-10.363,4.2047,-1.3267
1491980339349,p1,6.2717,0.39739,3.4562,5.7777,5.3369,5.3064,6.1467,-4.9295,5.0493,-9.5705,-0.27517,-0.7348,-8.0924,4.8887,-1.294
1491980339389,p1,7.2095,0.057091,3.3119,5.2924,5.4442,5.1873,6.0782,-4.725,4.9469,-9.7947,-0.61746,-1.5866,-6.4069,4.7596,-0.80275
1491980339429,p1,8.1606,-0.56521,3.2703,5.4361,5.3067,5.5326,5.8155,-5.1614,5.2879,-10.584,0.77811,-0.7263,-5.8097,3.727,-1.1017
1491980339469,p1,8.8753,-0.71183,3.3046,5.2785,5.5784,5.4891,5.5091,-5.5729,5.442,-10.822,2.2072,-0.19249,-5.0554,-3.6369,1.8939
1491980339509,p1,10.43,-0.84637,4.1958,4.5501,6.1187,6.08,5.6655,-6.1333,6.0726,-10.226,2.4507,-0.46586,-15.429,-8.52,2.3927
1491980339549,p1,11.961,-0.64758,3.2762,5.1854,6.2562,7.1732,5.3037,-6.8745,6.1191,-10.89,0.63532,-0.94234,-9.8554,-6.7323,0.62433
1491980339589,p1,12.186,-0.029892,3.9682,4.8042,6.0147,6.5137,5.417,-6.1807,6.1259,-11.323,1.9982,-0.8925,-8.5218,-3.7024,-4.6707
1491980339629,p1,10.641,0.60105,3.0356,4.7229,6.4823,6.0779,5.4162,-5.695,6.0441,-12.054,6.7656,0.64804,-12.061,-3.6384,7.43
1491980339669,p1,10.018,0.73587,2.0544,5.1765,6.633,6.4461,5.4743,-5.8326,6.7514,-9.9479,3.6085,6.2977,-9.3946,2.5365,-4.0338
1491980339709,p1,8.9898,0.89947,2.1074,5.445,5.7955,5.6955,5.5646,-4.449,6.6505,-11.643,-4.0092,-0.99743,-12.075,9.6988,-0.17559
1491980339749,p1,8.6014,0.66574,2.0582,5.6031,5.9785,4.9537,5.7839,-3.948,5.6428,-14.623,-2.3872,-0.78899,-9.053,0.10307,-2.817
1491980339789,p1,9.5742,0.2112,2.6296,5.6407,6.2342,4.717,6.2734,-5.3909,6.0029,-13.719,-0.88599,-0.26232,-12.088,-1.9823,-0.49113
1491980339829,p1,9.3687,-0.46329,3.1458,5.5391,6.1554,4.9711,5.8706,-5.2125,6.4728,-12.076,-5.4662,-0.877,-9.624,-0.94028,-2.7324
1491980339869,p1,8.0118,-0.62256,3.0897,5.857,5.8682,4.7021,5.7337,-4.6572,5.9135,-8.9225,-4.284,-0.85245,-8.9772,0.1367,-1.8521
1491980339909,p1,7.0584,-0.4891,3.1207,5.4328,5.3612,4.7895,5.8869,-4.3467,5.6855,-8.0432,-4.0171,-1.0676,-9.487,-0.61832,-0.99626
1491980339949,p1,7.0915,0.25858,3.178,5.6091,5.4263,4.8492,5.9647,-4.3035,5.7201,-6.6119,-3.249,-0.49208,-9.6213,-0.30418,-0.93793
1491980339989,p1,7.7812,1.2156,3.279,5.2762,5.7985,5.0918,5.6825,-4.6424,5.9516,-5.4102,-4.6604,-0.75148,-9.7847,0.50341,-0.97586
1491980340029,p1,8.6473,1.5938,3.288,4.9544,5.7921,5.4009,5.285,-4.6948,6.4647,-5.2474,-3.4017,1.456,-10.77,-1.0705,-2.401
1491980340069,p1,10.018,1.7438,3.7917,4.8713,6.4927,5.909,5.215,-5.1074,6.5491,-10.88,3.9721,4.5156,-10.155,-6.3987,-0.39569
1491980340109,p1,12.014,1.3872,3.7598,4.5143,7.4538,6.6742,5.0013,-5.8407,7.1551,-13.023,10.609,-2.9165,-11.216,-4.4801,-0.81179
1491980340149,p1,12.054,0.58537,4.1279,3.9277,6.9698,6.5129,4.6987,-5.6403,7.2546,-8.4809,6.6633,1.6052,-11.17,-3.9439,-0.40621
1491980340189,p1,11.694,-0.13618,3.7475,4.4763,7.3268,6.88,4.5779,-6.6806,8.1608,-17.04,4.49,9.3426,-12.192,-6.4059,0.13009
1491980340229,p1,10.349,-1.4989,2.6542,4.0811,4.8186,6.6936,4.6612,-5.4131,7.9102,-8.5952,-4.1542,-1.1011,-9.4177,-6.2509,3.3669
1491980340269,p1,8.7382,-1.8921,2.341,5.0743,5.4846,5.8182,5.2291,-5.6783,5.464,-9.5518,-8.1059,-3.8467,-10.64,0.98076,-3.9096
1491980340309,p1,8.3483,-1.8119,3.4576,5.5598,4.9392,6.2852,4.954,-6.3247,6.4685,-10.388,-1.8902,-2.655,-15.548,3.2975,-1.9546
1491980340349,p1,9.7335,-0.56958,3.0584,5.8541,6.4635,6.8966,5.4375,-6.5345,5.6972,-11.38,-1.1395,-0.17754,-13.875,0.28309,-0.8588
1491980340389,p1,9.3124,-0.09703,2.4316,4.9647,6.2965,5.8795,5.2883,-6.0571,5.3272,-9.1863,1.7085,-1.3369,-12.048,3.0028,0.74798
1491980340429,p1,7.7024,0.38575,3.4968,5.7035,4.7691,5.3716,5.5097,-5.3863,4.3777,-9.2073,0.94061,-2.4243,-10.631,4.4928,-0.03077
1491980340469,p1,6.1822,0.2656,3.2458,5.6883,4.3584,5.5738,5.5609,-5.5134,4.6716,-9.4259,-1.8231,0.15502,-9.7393,4.4869,0.45486
1491980340509,p1,6.6276,-0.05692,3.3515,5.5395,4.6049,5.2484,5.753,-5.481,5.0236,-9.615,-0.59536,-1.3205,-7.8507,4.8646,0.98824
1491980340549,p1,7.9236,-0.19337,3.3828,5.4113,5.1255,5.3788,5.7551,-5.3379,5.0896,-10.386,1.1708,-1.2029,-6.4347,6.4505,-1.568
1491980340589,p1,9.1746,-0.44022,3.3235,5.3888,5.686,6.256,5.5754,-5.7428,5.2699,-11.967,1.6448,0.5203,-6.3326,4.4458,-0.89944
1491980340629,p1,10.104,-0.70798,3.5825,4.9543,5.3029,6.288,5.6856,-6.3002,5.7115,-10.173,0.93475,-0.13305,-6.9011,-6.4127,3.5434
1491980340669,p1,11.601,-0.71411,3.9668,4.4278,6.0058,7.3038,5.5788,-6.8617,6.3113,-11.132,1.605,0.057007,-17.072,-9.113,1.1533
1491980340709,p1,11.477,-0.091887,4.2236,4.8425,5.9326,6.9147,5.7838,-6.8474,5.9035,-11.301,2.0579,-0.8096,-8.2811,-6.6473,1.9957
1491980340749,p1,11.07,0.6658,4.5163,3.975,6.0187,6.6838,4.9107,-6.3573,5.8524,-10.723,3.9917,-1.8429,-7.1534,-0.33104,-5.1091
1491980340789,p1,9.2885,1.398,2.7992,4.5997,6.2721,6.3972,4.8906,-5.8323,5.6082,-11.207,8.0116,1.1813,-12.277,-5.2985,3.9785
1491980340829,p1,9.0962,1.2475,1.9165,4.5412,6.4072,6.5433,5.45,-5.3547,5.7844,-10.233,-0.50513,3.2885,-10.14,3.3094,-1.908
1491980340869,p1,8.4703,1.4071,2.1664,5.0795,5.7113,6.0501,6.2912,-4.081,5.3301,-12.166,-5.0002,-3.1821,-10.399,5.0705,-1.086
1491980340909,p1,9.0197,1.0684,2.422,5.462,5.8761,5.0836,6.4091,-4.6255,5.3511,-14.776,1.9137,-2.0418,-9.8007,0.17637,-1.4177
1491980340949,p1,10.351,0.73663,3.0566,5.3037,6.4193,5.056,5.9156,-5.5856,5.9226,-13.919,-3.4453,-1.8762,-11.938,-1.1415,-1.9055
1491980340989,p1,10.14,0.28653,3.0372,5.2858,6.3882,5.4542,5.8979,-5.3577,6.1726,-11.444,-4.9619,-0.88707,-8.8445,-0.47993,-2.9869
1491980341029,p1,7.7307,0.000745,3.3901,5.1767,5.531,5.7461,5.8239,-4.7306,5.9797,-8.7713,-5.2769,-1.9208,-9.4784,0.18164,-1.218
1491980341069,p1,6.4339,-0.077374,3.2977,5.2028,4.8887,5.7142,5.9943,-4.3298,5.4326,-7.0994,-4.2709,-0.45575,-9.1865,0.17357,-1.4372
1491980341109,p1,6.6453,0.63136,3.4755,5.1608,5.245,5.2417,6.0771,-4.3472,5.4415,-5.8696,-3.7416,-0.32659,-9.2702,-0.58765,-1.5154
1491980341149,p1,7.9006,1.3327,3.4149,5.1827,5.5207,5.3865,6.1118,-4.741,5.6029,-5.5883,-4.2547,0.68488,-10.408,-0.18043,-1.1003
1491980341189,p1,8.7505,1.3926,3.3845,5.0927,5.7325,5.6882,5.81,-5.0313,5.8185,-7.0416,0.70714,3.486,-9.8518,-2.9419,-2.4727
1491980341229,p1,10.256,1.7414,3.9129,4.3416,6.8661,5.9026,5.6665,-5.2981,6.0776,-12.107,6.554,2.8078,-10.559,-5.4969,-1.401
1491980341269,p1,11.478,1.8495,4.0646,4.0996,7.5278,6.4339,5.6402,-5.9256,6.7018,-10.826,11.105,-1.2675,-10.99,-3.8833,-0.89601
1491980341309,p1,11.865,1.7859,4.3879,3.2314,7.0922,6.2905,5.3177,-5.3995,6.6535,-7.6826,1.0242,-1.3732,-10.914,-3.4973,-0.31106
1491980341349,p1,10.975,0.54455,3.5301,3.511,7.0401,7.0185,5.3342,-6.5312,6.7664,-13.554,7.0332,5.0591,-11.855,-6.6198,1.039
1491980341389,p1,9.9521,-0.096702,2.9214,4.2709,5.9965,7.242,5.2277,-5.9325,7.566,-9.9315,-3.6721,0.57479,-9.1314,-5.3112,3.3892
1491980341429,p1,8.6167,-0.81641,2.1829,5.2574,5.1125,6.0606,5.7736,-4.9429,5.4106,-9.8441,-6.3705,-3.2315,-10.286,2.9077,-4.3242
1491980341469,p1,8.9414,-1.2361,2.7496,4.7683,5.8055,6.6197,5.5691,-6.1206,4.7825,-8.9766,-0.72918,-2.9427,-16.546,2.062,-1.8851
1491980341509,p1,10.487,-0.55254,2.8404,4.703,6.6218,6.7737,5.5499,-6.5295,5.3468,-11.776,-1.5362,-0.88245,-14.332,-0.6816,0.079495
1491980341549,p1,10.208,0.36891,2.6727,5.194,5.6371,5.8682,5.6462,-5.8158,5.1671,-9.383,0.49325,-1.5568,-12.609,4.001,0.11376
1491980341589,p1,7.9738,0.81527,2.9794,5.269,5.1622,5.3076,6.0253,-5.3033,5.3106,-9.1735,-0.46511,-3.517,-10.939,4.3314,-0.46964
1491980341629,p1,6.2953,0.63462,3.3609,5.4855,5.0231,5.493,6.2148,-4.8911,5.1132,-9.2135,-0.31775,-1.1249,-9.1936,4.7443,-1.2756
1491980341669,p1,6.8231,0.31206,3.3106,5.3444,5.0148,5.7083,5.981,-4.88,4.9921,-9.9181,0.20416,-1.0721,-6.3551,4.5662,-1.1161
1491980341709,p1,7.9998,-0.20593,2.6597,5.2563,5.2805,5.901,5.9961,-5.1081,4.8985,-9.6723,-1.241,-1.3507,-6.4044,6.4191,-1.1717
1491980341749,p1,8.251,-0.68203,2.6585,5.2338,5.0509,6.2497,5.7478,-5.2818,4.976,-10.931,-1.4816,-0.58048,-5.4508,2.8708,-0.23147
1491980341789,p1,9.142,-1.0475,3.3492,5.252,5.5529,6.223,5.6609,-5.9499,5.4166,-11.205,3.7365,-0.59165,-9.8511,-8.1623,7.993
1491980341829,p1,10.227,-1.3397,3.8553,5.2016,5.6924,5.9511,5.4955,-6.3945,5.9865,-9.8677,4.7497,-1.3311,-13.32,-7.0317,-3.1249
1491980341869,p1,11.891,-1.1523,3.6678,5.0257,6.1172,6.3359,4.707,-6.6028,5.2888,-11.398,0.61648,-0.65215,-8.3086,-5.8899,3.3119
1491980341909,p1,12.303,-0.46085,4.0633,4.5863,5.9081,6.4708,5.3842,-7.2453,6.7893,-11.278,3.1608,-1.0801,-7.1976,-0.52889,-4.0049
1491980341949,p1,11.218,1.4264,2.9632,4.925,6.8576,6.1394,5.7579,-6.0514,6.1532,-12.304,6.184,1.2741,-13.422,-10.847,7.2382
1491980341989,p1,10.231,1.4987,1.6731,4.5973,6.562,6.6124,5.7247,-5.4843,6.7541,-10.554,3.8065,6.6382,-10.263,2.0052,-2.6008
1491980342029,p1,9.3363,1.5056,1.741,4.8787,5.7696,6.0467,6.0906,-4.2377,6.5032,-11.38,-5.8758,-1.0498,-10.234,9.3955,-1.3554
1491980342069,p1,8.7985,1.2726,1.8025,5.2209,5.8667,6.0055,6.0179,-3.9294,5.4993,-14.7,0.27752,-1.6333,-9.0682,1.1036,-4.8239
1491980342109,p1,9.2991,0.43505,2.7781,5.0359,5.7912,5.5836,5.8888,-5.3906,5.5863,-13.261,-0.26,-0.83866,-13.172,-1.6232,0.80616
1491980342149,p1,9.0298,0.25905,2.8719,4.9735,6.4233,5.7198,5.9468,-5.3235,5.9185,-12.096,-6.7581,-2.3536,-8.4728,-1.6134,-4.0144
1491980342189,p1,7.6641,-0.042096,3.1207,5.6623,6.0843,5.1344,5.9459,-4.4822,5.2682,-8.811,-4.7825,-1.8321,-9.7401,0.42906,-1.1322
1491980342229,p1,6.7629,0.024836,3.0099,5.5258,5.3637,4.7706,6.0919,-4.2496,5.1173,-7.8063,-3.9775,-1.5127,-9.1713,-0.067814,-0.7803
1491980342269,p1,7.1369,0.34757,3.0596,5.4134,5.6292,4.9996,5.9752,-4.5822,5.4367,-6.3946,-2.5251,-1.4034,-9.8304,0.43136,-1.6715
1491980342309,p1,8.2579,1.0497,3.0726,5.1979,5.9024,5.1696,5.968,-4.9598,6.1252,-5.8859,-4.1277,-1.4365,-9.7688,1.2513,-1.2798
1491980342349,p1,8.7955,1.1941,2.9135,5.0521,6.3093,5.7246,5.8431,-4.6486,6.2279,-6.4799,-1.9833,1.6701,-10.057,-0.59641,-2.2308
1491980342389,p1,8.9002,1.5028,3.3266,4.5196,6.0569,5.7979,5.5387,-4.8075,6.3385,-9.8719,2.579,4.9278,-11.013,-3.8002,-1.1352
1491980342429,p1,10.585,1.7549,3.5798,4.0736,7.2802,6.5006,5.3639,-5.4096,6.762,-11.786,11.344,-2.022,-10.065,-5.506,-1.6018
1491980342469,p1,11.448,1.6284,3.8466,3.9608,6.9683,6.8339,5.0258,-5.743,6.792,-8.4092,7.2314,1.9664,-10.74,-2.227,-0.66323
1491980342509,p1,12.16,1.0808,4.1319,3.0012,6.7802,6.6473,5.0062,-5.7674,6.9241,-15.447,1.6879,1.1108,-11.709,-3.8062,-0.6241
1491980342549,p1,11.862,0.34045,2.7671,4.004,7.6391,6.4775,5.1881,-6.267,6.1484,-8.5504,4.7944,0.000669,-10.606,-6.8067,-0.59861
1491980342589,p1,10.875,-0.83341,1.9015,3.7323,6.2481,7.3541,5.342,-6.6325,6.4162,-8.373,-13.489,-3.1567,-10.218,-1.2642,3.1128
1491980342629,p1,9.3508,-1.5048,2.4227,5.0206,4.826,6.6313,5.2168,-6.1415,6.4669,-12.102,-3.3324,-3.8428,-12.537,4.422,-3.0793
1491980342669,p1,8.9773,-1.6651,2.5084,5.3064,5.6028,6.4155,5.388,-6.1776,5.8418,-10.173,0.75378,-0.042528,-14.848,0.57776,-0.70861
1491980342709,p1,10.161,-0.28162,2.4294,5.0835,5.7753,5.8536,5.6219,-5.9618,5.3722,-10.508,-0.4874,0.56724,-13.379,0.63465,0.2874
1491980342749,p1,9.4054,0.51085,2.1304,5.298,6.299,5.3664,5.9975,-5.8459,4.7525,-9.2238,0.42862,-3.8941,-12.161,3.408,0.181
1491980342789,p1,7.6384,0.63391,2.6922,5.1219,5.7938,5.0617,5.8093,-5.583,4.8624,-9.1435,-1.2586,-2.0152,-10.499,3.6591,-1.2393
1491980342829,p1,6.541,0.51451,3.265,5.4987,4.9186,5.0552,5.9504,-5.2285,4.4892,-10.138,-0.82985,-1.4805,-8.9867,3.9851,-2.4977
1491980342869,p1,6.6279,-0.18149,3.0075,5.1094,4.9617,5.6653,5.8654,-5.3881,4.388,-10.148,-0.51226,-2.1262,-7.3467,4.1741,-3.2015
1491980342909,p1,8.1312,-0.7629,2.7466,4.9103,4.9936,6.0871,6.1019,-5.4914,4.4643,-10.113,-1.9015,0.1716,-5.8947,6.2325,0.055449
1491980342949,p1,8.8947,-0.32976,2.1882,4.7294,5.1256,6.8496,5.7732,-5.6891,4.6021,-10.586,5.7291,0.51391,-4.7906,0.21478,6.3622
1491980342989,p1,9.1874,0.2302,2.3582,4.9652,5.548,6.7315,6.0559,-5.9243,4.9723,-10.809,2.5955,0.077715,-8.9785,-7.7482,3.551
1491980343029,p1,11.056,-0.21407,2.265,4.9802,5.9196,7.0759,6.1349,-6.7415,5.4815,-9.8618,1.0426,-0.67427,-12.316,-7.4359,-2.271
1491980343069,p1,12.491,-0.7461,2.7648,4.4304,6.0135,6.7303,5.5844,-6.987,5.7953,-10.542,2.5994,-0.62211,-8.1008,-6.5245,2.7625
1491980343109,p1,11.869,-0.72415,4.0881,3.8545,6.3365,6.1402,4.6576,-6.4286,5.73,-11.415,3.3575,-1.6157,-8.3787,1.1643,-4.086
1491980343149,p1,11.074,0.92322,3.1081,4.627,6.915,6.3128,4.4381,-6.93,6.9162,-12.189,6.8024,0.55555,-10.882,-23.183,-1.6468
1491980343189,p1,10.528,1.3046,1.4503,4.29,6.7908,6.4317,4.207,-5.7391,6.9311,-10.638,0.25341,4.4273,-8.717,8.6759,-2.8539
1491980343229,p1,9.1722,1.5214,1.8144,4.8224,6.1254,5.6713,5.416,-2.94,6.424,-12.126,-3.9823,-2.6723,-12.156,7.4692,-1.3467
1491980343269,p1,8.9022,0.99867,1.5553,5.2696,5.6495,5.8007,6.6562,-4.4738,6.5868,-14.911,-0.87731,-1.8314,-9.0476,-0.25212,-3.9741
1491980343309,p1,9.2252,0.53965,2.7036,5.3243,5.8031,6.1225,6.3466,-5.2715,5.5863,-13.252,-0.44087,-0.61323,-12.587,-0.51233,0.4172
1491980343349,p1,9.7028,0.46338,2.289,5.0021,5.8769,6.3906,5.7625,-5.4597,5.2874,-10.858,-5.8213,-1.0394,-9.6251,-0.96072,-3.4854
1491980343389,p1,7.5528,-0.010977,2.9709,5.1692,5.3469,6.2069,5.8003,-4.841,5.3701,-8.3545,-4.9904,-1.8903,-9.0686,-0.9793,-1.0484
1491980343429,p1,6.8195,-0.39227,3.4701,5.0281,5.2307,5.6952,6.1438,-4.6917,5.138,-8.0749,-3.7783,-0.97822,-10.011,0.018433,-1.0168
1491980343469,p1,5.5146,0.10393,7.4252,0.21946,1.2078,10.989,-0.78871,-0.034375,11.367,-4.1266,11.93,1.7769,-3.5788,-11.709,3.4015
1491980343509,p1,6.1053,-0.088741,6.2497,-2.0195,-0.75036,10.383,-3.6315,0.82955,11.495,-4.4971,9.7398,1.3591,-3.5473,-9.7152,1.4052
1491980343549,p1,6.6672,0.35279,5.854,-3.5187,-2.9381,9.1246,-4.4156,0.59818,11.399,-3.5416,8.2303,0.9523,-3.3357,-8.6708,1.5237
1491980343589,p1,7.1862,0.62376,7.4562,-2.983,-2.2806,9.5148,-3.7882,1.8548,10.364,-3.4447,8.5878,1.6441,-3.1476,-8.75,2.5576
1491980343629,p1,5.9619,0.50511,8.0952,-2.3409,-2.7153,8.1753,-2.3144,1.5717,8.5188,-3.8736,9.4164,2.1748,-3.21,-9.7626,1.6872
1491980343669,p1,5.1715,0.85629,8.9345,-3.5532,-1.8825,7.9481,-2.7619,1.2882,8.1306,-3.7852,9.4116,1.6214,-3.3371,-9.4622,1.4169
1491980343709,p1,4.7548,0.88275,8.7077,-4.128,-1.8629,7.4295,-1.9419,0.79938,7.6333,-3.3739,7.9575,1.7738,-2.6399,-9.0317,1.2655
1491980343749,p1,5.739,1.1478,9.0004,-3.9074,-1.4024,8.4439,-1.7249,1.8803,8.1214,-3.6008,8.3778,1.5062,-3.3052,-8.718,2.1666
1491980343789,p1,6.5083,1.262,8.5295,-5.3638,-0.49714,7.7975,-3.0683,1.583,9.622,-3.6277,7.9116,1.7612,-3.2078,-8.6584,2.1011
1491980343829,p1,5.5772,1.5348,8.8599,-5.387,0.10454,11.64,-3.2052,-1.7903,14.104,-4.2828,10.161,1.2955,-3.697,-9.7601,1.6192
1491980343869,p1,6.5838,1.1012,7.8427,-5.3864,-0.68697,11.869,-3.2227,1.0993,11.584,-3.3161,8.4442,2.022,-2.6097,-9.1981,1.8184
1491980343909,p1,6.5759,1.0859,7.9693,-6.0282,0.044823,10.984,-3.7178,0.4576,10.703,-3.5681,7.9419,1.7324,-3.3198,-8.3436,1.9283
1491980343949,p1,6.6587,1.2337,7.9038,-5.5591,-0.1348,10.034,-3.1761,0.52013,9.6071,-3.779,8.4049,2.0278,-2.8712,-8.7334,1.7256
1491980343989,p1,6.4975,1.5335,7.3375,-4.0443,0.9683,9.511,-1.5417,-2.2135,10.176,-4.0002,9.0362,1.4974,-3.2758,-8.8212,1.7335
1491980344029,p1,6.4599,1.2759,6.9924,-3.8439,1.1457,8.9225,-1.8093,-0.68103,9.4262,-4.1865,9.1388,1.8987,-3.426,-9.1425,1.9691
1491980344069,p1,7.1451,0.98286,6.6525,-4.4543,1.5397,7.72,-2.5764,-1.6311,8.0155,-3.8126,8.9315,1.6064,-3.2453,-8.7559,2.2422
1491980344109,p1,7.4591,0.98211,6.2073,-3.7899,0.43584,7.8454,-2.0511,-0.80731,7.5618,-3.6631,8.8724,1.5269,-3.1706,-8.8305,2.1088
1491980344149,p1,7.0267,0.92633,6.2036,-3.3072,1.07,6.5681,-1.7926,-0.42302,6.5566,-3.6936,9.0368,1.6462,-3.1264,-9.234,2.0785
1491980344189,p1,7.2662,0.88209,5.668,-3.3773,0.73614,5.9392,-1.6063,-1.0601,6.5705,-3.8364,9.1939,1.6206,-3.4415,-9.4338,1.9681
1491980344229,p1,7.2382,0.92925,5.0414,-2.3157,1.8217,6.5291,-1.3618,-1.742,6.9821,-3.9024,9.0057,1.7095,-3.5689,-9.598,2.1
1491980344269,p1,7.8731,0.83104,4.2399,-2.5455,1.7476,7.791,-1.5809,-2.7787,8.7621,-3.8143,9.3209,1.756,-3.4862,-9.3592,2.0572
1491980344309,p1,8.1354,0.7724,3.5551,-1.391,3.4468,8.8022,-0.80845,-3.002,9.1982,-3.6913,10.116,1.8026,-3.4491,-9.5684,2.0124
1491980344349,p1,8.5532,0.50511,2.8627,-1.0771,2.384,9.4652,0.37975,-4.2258,9.8634,-3.715,10.267,1.5919,-3.2183,-10.436,2.126
1491980344389,p1,9.0182,0.55764,1.755,-0.14679,3.0746,10.014,1.7639,-3.0898,10.226,-3.2525,10.968,2.9359,-3.3985,-11.171,2.9503
1491980344429,p1,9.5122,0.6307,1.0132,1.3322,3.3611,10.384,1.7364,-5.0914,9.498,-4.1968,11.52,2.8113,-3.8774,-10.975,3.2266
1491980344469,p1,9.8982,0.029589,0.50491,-0.18476,3.9587,9.6844,3.4363,-2.4486,10.744,-4.621,9.0056,1.0498,-3.2095,-9.8924,2.5087
1491980344509,p1,9.7077,0.41875,-0.10575,1.5855,3.9359,9.8434,1.1523,-2.9599,9.9313,-3.3324,8.9741,2.6364,-3.1578,-10.033,1.9937
1491980344549,p1,10.005,0.09807,-0.16527,0.45123,3.4438,9.8585,2.65,-4.0074,10.275,-2.5053,10.22,1.3311,-2.3497,-10.349,1.5358
1491980344589,p1,10.288,0.39114,0.077522,1.4069,3.9683,11.15,3.0501,-4.1057,9.8798,-2.2167,10.858,1.5613,-1.7127,-10.503,2.1588
1491980344629,p1,10.078,0.17624,0.52215,2.3929,2.4326,9.37,4.3553,-3.0782,8.7448,-2.0562,10.406,2.1502,-1.0914,-10.467,1.5941
1491980344669,p1,10.607,0.10584,0.39142,2.6333,4.9992,10.039,4.3733,-2.0897,8.5812,-3.0742,10.688,1.8444,-1.0163,-10.34,1.5882
1491980344709,p1,9.9396,0.77856,0.2266,3.7802,2.4523,9.262,4.844,-3.6116,8.3434,-1.495,9.8866,1.3893,-0.75319,-9.5632,1.2063
1491980344749,p1,8.7593,1.1926,-0.92855,3.4252,2.9291,8.9461,6.1241,-2.666,8.2021,-0.96281,9.2613,0.7704,-0.38596,-9.3326,0.98901
1491980344789,p1,10.766,0.027937,-0.83138,4.353,3.357,8.6767,6.4369,-1.8983,8.3964,-0.32196,9.4152,0.44547,0.2276,-9.5058,0.56561
1491980344829,p1,10.601,-1.1579,3.3822,4.7171,2.7668,9.3712,5.7631,-2.6407,8.6216,-0.6415,9.1732,0.61938,0.078091,-9.3258,0.56356
1491980344869,p1,9.5823,0.56415,2.7068,5.3047,2.499,8.6008,5.225,-1.4432,8.5193,-0.59767,9.1454,0.1251,-0.26585,-9.0409,0.73782
1491980344909,p1,10.195,0.046401,1.2682,5.2625,3.4911,8.5176,4.6674,-3.2061,8.7664,2.2493,9.0212,0.25746,-0.14617,-9.1611,0.7694
1491980344949,p1,9.6509,-0.13717,3.8218,5.3183,2.8876,7.9805,4.9621,-1.2609,7.8471,-0.336,9.2352,0.43038,0.22875,-8.9539,0.80618
1491980344989,p1,9.404,-0.61007,0.28812,5.249,2.8845,7.1441,4.992,-1.2938,7.1831,-0.43678,8.9308,1.3891,0.31888,-8.8801,0.94237
1491980345029,p1,9.5836,-0.16901,0.78473,4.7938,3.0505,7.8954,5.016,-1.4703,7.9982,-0.43695,8.9757,1.419,0.18331,-9.2976,0.89413
1491980345069,p1,9.7826,-0.58612,0.95512,4.8711,2.2048,8.3052,5.1287,-1.8546,8.0653,-0.94269,8.8806,2.1593,0.3184,-9.2541,1.1057
1491980345109,p1,9.6856,-0.68843,0.79705,4.3244,2.4096,7.598,5.008,-2.2486,7.4787,-0.43908,9.2098,1.0211,0.61742,-9.3659,0.63233
1491980345149,p1,9.8386,-0.18315,0.10022,4.6433,2.3048,7.7016,5.5084,-2.8563,7.756,-0.57605,9.4218,0.41035,0.30318,-9.2381,0.80667
1491980345189,p1,9.4958,-0.25393,-0.037126,5.0887,2.7421,7.9979,5.9357,-2.0673,7.959,-1.1657,10.896,0.69702,-0.013886,-10.701,0.81231
1491980345229,p1,10.777,-0.23522,0.12192,5.5561,2.4274,8.3785,6.4009,-2.1528,8.2658,-0.42571,9.5545,1.1185,0.66146,-9.7912,0.42275
1491980345269,p1,10.128,-0.70484,-3.4223,6.8938,2.5173,8.7978,7.0788,-2.5939,8.5967,0.13046,8.7555,0.79291,1.4264,-8.866,-0.29397
1491980345309,p1,10.295,-0.33437,-3.7767,6.9542,2.5055,9.2137,7.4869,-1.9407,8.7382,-0.30687,9.4001,0.4758,0.96082,-9.3104,-0.76622
1491980345349,p1,9.2802,-0.54826,-3.8305,6.1494,0.75759,8.7171,6.7789,-1.0334,8.5039,-1.0113,9.8324,0.46118,0.25537,-10.37,-0.25804
1491980345389,p1,9.5341,-0.40233,-3.7829,5.9409,2.7914,8.7762,6.812,-2.1078,9.0439,-1.0825,9.4469,1.1054,-0.35822,-10.129,0.016132
1491980345429,p1,9.8169,-0.12584,-3.0926,5.8466,2.3382,8.7541,6.8241,-1.7424,8.4167,-1.5717,8.9107,1.5464,-0.41597,-9.2195,0.72733
1491980345469,p1,9.5438,-0.8079,-2.4053,6.0104,2.026,9.1182,6.6335,-1.4015,8.3736,-1.93,8.7453,1.2917,-0.60976,-8.9065,1.2105
1491980345509,p1,9.213,-1.0159,-1.596,5.9599,1.7768,8.5384,6.0617,-2.1717,8.8771,-2.8725,9.1154,1.565,-1.4191,-8.9917,1.0173
1491980345549,p1,10.095,-0.66606,-1.9302,6.1956,2.3079,8.4888,6.9317,-1.7859,8.0132,-2.1878,9.5536,1.4583,-1.3752,-9.4842,0.79259
